中文,繁體,英文,拼音,领域,适用法域,来源地区,类型,来源语境,学习注释,来源记录,条目ID,数据许可,译文审核,中文释义,译法说明,法律依据
起诉条件,起訴條件,conditions for bringing a civil action,qi3 su4 tiao2 jian4,dispute_resolution,CN,INTERNATIONAL,term,中华人民共和国民事诉讼法（2023年修正）,满足起诉条件是立案审查的重要基础，不意味着原告诉讼请求在实体上必然成立。,oll-cn-dispute-resolution:cn-cpl-conditions-filing-action,cn-cpl-conditions-filing-action,CC-BY-4.0,project_authored,民事起诉须满足原告与案件有直接利害关系、有明确被告、有具体诉讼请求及事实理由，并属于法院民事受案范围和受诉法院管辖。,"项目释译，非官方译文；conditions for bringing a civil action refers to statutory filing conditions, not merits.",中华人民共和国民事诉讼法（2023年修正） 第122条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1028.html
跨境服务贸易,跨境服務貿易,cross-border trade in services,kua4 jing4 fu2 wu4 mao4 yi4,trade,CN,INTERNATIONAL,term,中华人民共和国对外贸易法（2025第二次修订）,第三十一条明确把上述三种模式统称为跨境服务贸易；商业存在模式在该条另行要求遵守外商投资法等规定，因此不要把四种模式全部塞入此法定简称。,oll-cn-tax-trade:cn-cross-border-trade-in-services,cn-cross-border-trade-in-services,CC-BY-4.0,project_authored,境外服务提供者以跨境交付、境外消费和自然人移动模式开展的国际服务贸易。,项目释译，非官方译文；cross-border trade in services 严格按第三十一条的统称范围使用。,"中华人民共和国对外贸易法（2025第二次修订） 第27,31条 https://www.baiyinqu.gov.cn/XZJDBMDW/bmdw/byqswjn/fdzdgknr/lzyj/zcfg/art/2025/art_f4f31ac31bb8407a8b8d6afd5ac8f411.html"
跨境服务贸易负面清单,跨境服務貿易負面清單,negative list for cross-border trade in services,kua4 jing4 fu2 wu4 mao4 yi4 fu4 mian4 qing1 dan1,trade,CN,INTERNATIONAL,document,中华人民共和国对外贸易法（2025第二次修订）,第三十一条确立跨境服务贸易负面清单管理制度；对国际条约、协定存在更优惠规定的，条文允许按有关规定执行。,oll-cn-tax-trade:cn-cross-border-services-negative-list,cn-cross-border-services-negative-list,CC-BY-4.0,project_authored,由国务院对外贸易主管部门会同有关部门制定、调整并发布，用于管理跨境服务贸易准入或限制事项的负面清单。,项目释译，非官方译文；negative list for cross-border trade in services 对应本法专门清单名称。,中华人民共和国对外贸易法（2025第二次修订） 第31条 https://www.baiyinqu.gov.cn/XZJDBMDW/bmdw/byqswjn/fdzdgknr/lzyj/zcfg/art/2025/art_f4f31ac31bb8407a8b8d6afd5ac8f411.html
达成补充协议,達成補充協議,reach a supplementary agreement,da2 cheng2 bu3 chong1 xie2 yi4,contracts,CN,INTERNATIONAL,action,中华人民共和国民法典（2020）,不能达成补充协议时，按相关合同条款或交易习惯确定；补充不是任一方单方面加条款。,oll-cn-contract-phrases:cn-supplementary-agreement,cn-supplementary-agreement,CC-BY-4.0,project_authored,合同生效后，就未约定或约定不明确的质量、价款、履行地点等内容再作协议补充。,项目释译，非官方译文；supplementary agreement 指本条补充约定，不自动意味着全面替代原合同。,中华人民共和国民法典（2020） 第510条 https://www.court.gov.cn/zixun/xiangqing/233181.html
过失犯罪,過失犯罪,negligent crime,guo4 shi1 fan4 zui4,criminal,CN,INTERNATIONAL,term,中华人民共和国刑法（含刑法修正案十二的现行合并文本）,第十五条规定过失犯罪只有法律有规定时才负刑事责任。,oll-cn-criminal:cn-negligent-crime,cn-negligent-crime,CC-BY-4.0,project_authored,行为人应当预见危害结果却因疏忽大意没有预见，或者已经预见但轻信能够避免，以致发生结果而构成的犯罪。,项目释译，非官方译文；英文仅服务中国大陆刑法学习语境，不主张跨法域概念完全等同。,中华人民共和国刑法（含刑法修正案十二的现行合并文本） 第15条 https://tianjin.chinatax.gov.cn/11200000000/0300/030004/03000418/20240920152615743.shtml
过错责任,過錯責任,fault-based tort liability,guo4 cuo4 ze2 ren4,civil,CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,法律推定过错时，行为人不能证明无过错的，应承担相应责任。,oll-cn-core:cn-fault-tort-liability,cn-fault-tort-liability,CC-BY-4.0,project_authored,行为人因过错侵害他人民事权益并造成损害时承担侵权责任的归责方式。,项目释译，非官方译文；限定侵权责任语境，与一般道德责备区分。,中华人民共和国民法典（2020） 第1165条 https://www.court.gov.cn/zixun/xiangqing/233181.html
进出口税则,進出口稅則,Import and Export Tariff,jin4 chu1 kou3 shui4 ze2,"tax,trade",CN,INTERNATIONAL,document,中华人民共和国关税法（2024）,第四条规定关税税目、税率及其适用规则等依照《中华人民共和国进出口税则》执行。,oll-cn-tax-trade:cn-customs-tariff-schedule,cn-customs-tariff-schedule,CC-BY-4.0,project_authored,《关税法》所附、用于规定进出口货物关税税目、税率及相关适用规则的税则。,项目释译，非官方译文；Import and Export Tariff 用于本法所附《税则》，不表示引用官方英文标题。,中华人民共和国关税法（2024） 第4条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5234556/content.html
进出口许可证管理,進出口許可證管理,import and export licensing,jin4 chu1 kou3 xu3 ke3 zheng4 guan3 li3,trade,CN,INTERNATIONAL,term,中华人民共和国对外贸易法（2025第二次修订）,第二十一条规定限制进出口货物可实行许可证管理，限制进出口技术实行许可证管理；许可机关和程序依国务院规定。,oll-cn-tax-trade:cn-import-export-licensing,cn-import-export-licensing,CC-BY-4.0,project_authored,对法定限制进出口的货物或技术，通过取得主管部门许可后方可进口或出口的管理机制。,项目释译，非官方译文；import and export licensing 指法定许可管理机制。,中华人民共和国对外贸易法（2025第二次修订） 第21条 https://www.baiyinqu.gov.cn/XZJDBMDW/bmdw/byqswjn/fdzdgknr/lzyj/zcfg/art/2025/art_f4f31ac31bb8407a8b8d6afd5ac8f411.html
进出口货物原产地管理,進出口貨物原產地管理,origin administration for import and export goods,jin4 chu1 kou3 huo4 wu4 yuan2 chan3 di4 guan3 li3,trade,CN,INTERNATIONAL,term,中华人民共和国对外贸易法（2025第二次修订）,第二十五条规定国家对进出口货物进行原产地管理，并将具体确定规则指向有关法律和国务院及其部门规定；本条本身不穷尽具体原产地规则。,oll-cn-tax-trade:cn-import-export-origin-administration,cn-import-export-origin-administration,CC-BY-4.0,project_authored,国家依法对进出口货物的原产地进行确定和管理的制度。,项目释译，非官方译文；origin administration 强调管理制度，具体 origin rules 需结合关税等规范。,中华人民共和国对外贸易法（2025第二次修订） 第25条 https://www.baiyinqu.gov.cn/XZJDBMDW/bmdw/byqswjn/fdzdgknr/lzyj/zcfg/art/2025/art_f4f31ac31bb8407a8b8d6afd5ac8f411.html
进口货物计税价格,進口貨物計稅價格,customs value of imported goods,jin4 kou3 huo4 wu4 ji4 shui4 jia4 ge2,"tax,trade",CN,INTERNATIONAL,term,中华人民共和国关税法（2024）,第二十四条规定成交价格法的基础和条件；第三十一条允许海关依申请或依职权依法确定计税价格。该概念不能简单等同于合同发票价格。,oll-cn-tax-trade:cn-customs-value,cn-customs-value,CC-BY-4.0,project_authored,用于计算进口关税的进口货物计税价格，原则上以符合条件的成交价格并计入运抵境内输入地点起卸前的运输、相关费用和保险费等因素确定。,项目释译，非官方译文；customs value of imported goods 强调海关计税口径。,"中华人民共和国关税法（2024） 第24,31条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5234556/content.html"
进项税额,進項稅額,input VAT,jin4 xiang4 shui4 e2,tax,CN,INTERNATIONAL,term,中华人民共和国增值税法（2024通过）,进项税额并非当然全部可以抵扣；第十六条要求凭法律、行政法规或者国务院规定的增值税扣税凭证从销项税额中抵扣。,oll-cn-tax-trade:cn-vat-input-tax,cn-vat-input-tax,CC-BY-4.0,project_authored,纳税人购进货物、服务、无形资产或者不动产时支付或者负担的增值税税额。,项目释译，非官方译文；input VAT 对应购进端承担的增值税税额。,"中华人民共和国增值税法（2024通过） 第14,16条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5237365/content.html"
违约损失可预见性限制,違約損失可預見性限制,foreseeability limit on damages for breach,wei2 yue1 sun3 shi1 ke3 yu4 jian4 xing4 xian4 zhi4,contracts,CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,考察时点是订约时；不把一方事后实际知道所有损失作为条文规定的唯一标准。,oll-cn-contract-phrases:cn-foreseeability-contract-loss,cn-foreseeability-contract-loss,CC-BY-4.0,project_authored,损害赔偿不得超过违约方订约时预见到或应当预见到的违约可能损失。,项目释译，非官方译文；foreseeability limit 对应赔偿范围限制，不表示行为人必须故意造成该损失。,中华人民共和国民法典（2020） 第584条 https://www.court.gov.cn/zixun/xiangqing/233181.html
违约责任,違約責任,liability for breach of contract,wei2 yue1 ze2 ren4,contracts,CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,责任形式并不限于赔钱，也可包括继续履行或采取补救措施。,oll-cn-core:cn-liability-breach,cn-liability-breach,CC-BY-4.0,project_authored,不履行合同义务或履行不符合约定时承担的继续履行、补救、赔偿等责任。,项目释译，非官方译文；breach 在此限定为合同义务违反。,中华人民共和国民法典（2020） 第577条 https://www.court.gov.cn/zixun/xiangqing/233181.html
违约金,違約金,agreed damages for breach,wei2 yue1 jin1,contracts,CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,低于损失或过分高于损失时，法院或仲裁机构可依法应请求调整；迟延履行违约金不当然替代履行。,oll-cn-core:cn-agreed-damages,cn-agreed-damages,CC-BY-4.0,project_authored,当事人预先约定违约时应支付的金额，或者据约定方法计算的赔偿金额。,项目释译，非官方译文；不强行等同其他法域 liquidated damages 与 penalty 的分类。,中华人民共和国民法典（2020） 第585条 https://www.court.gov.cn/zixun/xiangqing/233181.html
连带责任保证,連帶責任保證,joint and several guarantee,lian2 dai4 ze2 ren4 bao3 zheng4,"contracts,finance",CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,债务人不履行到期债务等情形发生时，债权人可请求保证人在其保证范围内承担责任。,oll-cn-core:cn-joint-several-guarantee,cn-joint-several-guarantee,CC-BY-4.0,project_authored,约定保证人与债务人就债务承担连带责任的保证方式。,项目释译，非官方译文；与一般保证分列，不以英文 guarantee 单独推断责任方式。,中华人民共和国民法典（2020） 第688条 https://www.court.gov.cn/zixun/xiangqing/233181.html
追诉时效,追訴時效,limitation period for criminal prosecution,zhui1 su4 shi2 xiao4,criminal,CN,INTERNATIONAL,term,中华人民共和国刑法（含刑法修正案十二的现行合并文本）,第八十七条按法定最高刑设置不同追诉期限；法定最高刑为无期徒刑、死刑的通常为二十年，但二十年以后认为必须追诉的需依法报核。,oll-cn-criminal:cn-prosecution-limitation,cn-prosecution-limitation,CC-BY-4.0,project_authored,犯罪经过刑法规定的追诉期限后，原则上不再追诉的制度。,项目释译，非官方译文；英文仅服务中国大陆刑法学习语境，不主张跨法域概念完全等同。,中华人民共和国刑法（含刑法修正案十二的现行合并文本） 第87条 https://tianjin.chinatax.gov.cn/11200000000/0300/030004/03000418/20240920152615743.shtml
